# Nucleic Acid, temperature (K), run1, run2, run3
dCAGx6, 293, 0.2875633631000704, 0.30122391829193224, 0.2868848757893225
dCAGx6, 368, 0.43651272442134453, 0.442781450845395, 0.4240372518553851
