# step(ns), run1 rg(Å), run2 rg(Å), run3 rg(Å)
100.0	13.225	11.012	11.003
100.1	14.018	11.189	11.040
100.2	14.081	11.339	11.445
100.3	13.805	11.172	11.320
100.4	14.005	11.156	11.109
100.5	13.448	11.232	11.387
100.6	13.215	11.223	11.261
100.7	13.481	11.087	11.016
100.8	13.879	11.072	11.456
100.9	13.515	11.295	11.793
101.0	13.758	11.388	11.742
101.1	13.756	11.502	11.658
101.2	13.611	11.105	11.965
101.3	13.267	10.946	12.050
101.4	13.184	11.181	12.058
101.5	13.371	11.432	12.069
101.6	13.286	11.164	12.042
101.7	13.288	11.262	11.796
101.8	13.359	11.476	11.887
101.9	13.214	10.995	11.935
102.0	13.077	11.016	11.670
102.1	12.966	10.836	11.623
102.2	13.280	10.933	11.710
102.3	13.321	10.905	12.306
102.4	13.740	10.725	11.613
102.5	13.310	10.648	12.087
102.6	13.176	10.793	12.013
102.7	13.063	10.722	12.266
102.8	13.100	10.981	12.254
102.9	13.390	10.966	12.054
103.0	13.342	10.922	11.921
103.1	13.514	11.039	11.640
103.2	13.218	11.039	11.659
103.3	13.352	11.041	12.042
103.4	13.571	10.918	11.926
103.5	13.250	10.864	11.681
103.6	13.574	10.884	11.962
103.7	13.387	11.205	11.836
103.8	13.105	10.987	11.687
103.9	13.276	11.260	11.733
104.0	13.419	11.137	11.508
104.1	13.248	11.370	11.615
104.2	13.283	11.312	11.914
104.3	13.330	11.183	12.133
104.4	12.994	11.213	11.897
104.5	13.026	11.269	11.798
104.6	13.328	10.958	11.568
104.7	13.288	10.827	11.490
104.8	13.469	10.998	11.469
104.9	13.213	11.108	11.423
105.0	13.432	11.147	11.438
105.1	13.389	11.220	11.589
105.2	13.491	11.430	11.457
105.3	13.439	11.131	11.698
105.4	13.288	11.329	11.486
105.5	12.761	11.177	11.805
105.6	12.811	11.295	11.790
105.7	12.892	11.156	11.715
105.8	12.781	11.209	11.609
105.9	13.029	11.499	11.275
106.0	12.940	11.416	11.441
106.1	13.302	11.455	11.676
106.2	13.082	11.276	11.479
106.3	13.199	11.429	11.590
106.4	13.003	11.420	11.474
106.5	12.789	11.247	11.476
106.6	12.740	11.293	11.593
106.7	12.925	11.489	11.356
106.8	13.020	11.444	11.699
106.9	13.123	11.423	11.113
107.0	13.219	11.620	11.334
107.1	12.832	11.533	11.138
107.2	12.934	11.672	11.153
107.3	12.910	11.634	11.120
107.4	13.003	11.683	11.088
107.5	13.109	11.562	11.052
107.6	13.505	11.723	11.123
107.7	13.429	11.589	11.041
107.8	13.139	11.558	11.612
107.9	13.287	11.510	11.293
108.0	13.074	11.545	11.090
108.1	13.330	11.540	11.089
108.2	13.351	11.219	11.045
108.3	13.341	11.185	10.992
108.4	13.145	11.213	10.902
108.5	13.165	11.380	11.168
108.6	12.774	11.382	11.068
108.7	12.777	11.142	10.977
108.8	12.660	11.256	10.717
108.9	12.765	11.331	10.842
109.0	13.187	11.581	11.262
109.1	12.982	11.617	11.314
109.2	12.758	11.202	11.281
109.3	12.920	11.310	11.236
109.4	13.049	11.041	11.293
109.5	12.611	11.232	11.282
109.6	12.816	11.353	11.413
109.7	12.852	11.378	11.242
109.8	12.918	11.615	11.173
109.9	12.944	11.343	11.359
110.0	12.792	11.332	11.096
110.1	12.825	11.568	11.331
110.2	13.115	11.359	11.279
110.3	13.274	11.516	11.267
110.4	13.051	11.525	11.521
110.5	13.110	11.541	11.768
110.6	13.087	11.557	11.639
110.7	13.095	11.621	11.817
110.8	13.050	11.311	12.407
110.9	13.052	11.418	11.963
111.0	13.093	11.398	11.954
111.1	12.973	11.412	11.970
111.2	13.103	11.456	11.880
111.3	12.721	11.452	12.087
111.4	12.914	11.284	12.080
111.5	12.885	11.351	12.053
111.6	12.914	11.331	12.289
111.7	12.611	11.303	12.104
111.8	13.027	11.225	11.839
111.9	12.990	11.342	11.678
112.0	13.055	11.106	11.850
112.1	13.250	11.340	11.771
112.2	13.453	11.364	11.888
112.3	13.025	11.296	11.856
112.4	12.790	11.253	12.259
112.5	13.165	11.348	12.038
112.6	12.697	11.238	12.012
112.7	12.842	11.417	11.957
112.8	12.670	11.430	12.027
112.9	12.810	11.075	11.847
113.0	13.363	11.377	11.665
113.1	13.038	11.197	11.991
113.2	13.106	11.158	11.981
113.3	13.148	11.042	12.014
113.4	13.072	11.251	12.083
113.5	13.148	11.245	12.148
113.6	13.242	11.215	12.363
113.7	13.316	11.226	12.417
113.8	13.032	11.244	12.427
113.9	13.467	11.141	12.723
114.0	13.388	11.261	12.298
114.1	13.541	11.271	12.162
114.2	13.270	11.148	12.056
114.3	12.919	11.230	12.320
114.4	13.203	11.187	12.484
114.5	13.081	11.047	12.295
114.6	13.739	11.097	12.359
114.7	13.300	10.930	12.235
114.8	13.382	11.063	12.170
114.9	13.396	11.280	12.158
115.0	13.232	11.084	12.416
115.1	13.284	11.041	12.554
115.2	13.502	10.956	12.588
115.3	13.265	10.773	12.669
115.4	13.431	10.797	12.547
115.5	13.583	11.168	12.281
115.6	13.764	11.210	11.973
115.7	13.758	11.017	11.711
115.8	13.930	11.264	11.571
115.9	13.406	11.167	11.869
116.0	13.637	11.334	11.736
116.1	14.283	11.158	11.947
116.2	13.792	11.197	11.765
116.3	14.433	11.123	11.987
116.4	14.439	11.306	11.996
116.5	15.014	11.278	11.793
116.6	14.871	11.247	11.774
116.7	14.967	11.341	11.946
116.8	14.307	11.466	12.039
116.9	14.676	11.270	11.752
117.0	15.365	11.264	11.527
117.1	15.084	11.395	11.619
117.2	15.111	11.071	11.486
117.3	14.953	10.767	11.336
117.4	14.376	11.122	11.828
117.5	14.759	11.389	11.796
117.6	15.045	11.217	11.649
117.7	15.267	11.264	11.823
117.8	15.468	11.113	11.550
117.9	15.428	10.985	11.695
118.0	15.458	10.919	11.900
118.1	15.194	11.026	11.737
118.2	14.189	11.142	12.070
118.3	15.455	11.074	11.918
118.4	16.160	10.969	11.763
118.5	15.982	10.850	11.914
118.6	15.330	11.147	12.006
118.7	15.291	11.435	11.691
118.8	14.419	11.261	11.626
118.9	14.873	11.189	11.845
119.0	14.677	10.992	11.908
119.1	14.340	10.829	11.748
119.2	14.851	11.108	12.107
119.3	15.192	11.120	12.025
119.4	14.807	10.988	11.965
119.5	15.176	10.861	12.138
119.6	15.207	11.181	12.148
119.7	14.956	11.357	12.169
119.8	15.915	11.109	12.328
119.9	15.510	11.060	12.158
