# Nucleic Acid, temperature (K), run1, run2, run3
rCAGx6, 293, 0.41380124351312075, 0.40796842397186167, 0.3687821205678421
rCAGx6, 368, 0.5567855377776867, 0.554802774860401, 0.5162610786998574
