# Op-water distance r (Å), g(r)
0.2,	0.000000
0.4,	0.000000
0.6,	0.000000
0.8,	0.000000
1.0,	0.000000
1.2,	0.000000
1.4,	0.000000
1.6,	0.000000
1.8,	0.000000
2.0,	0.000000
2.2,	0.000000
2.4,	0.000000
2.6,	0.000000
2.8,	0.000000
3.0,	0.000000
3.2,	0.005930
3.4,	4.270812
3.6,	286.427619
3.8,	138.267708
4.0,	0.747254
4.2,	0.002906
4.4,	0.001321
4.6,	0.011258
4.8,	0.035753
5.0,	0.218055
5.2,	0.915979
5.4,	2.409402
5.6,	3.842465
5.8,	4.073299
6.0,	2.961620
6.2,	1.623724
6.4,	0.915212
6.6,	1.126113
6.8,	2.197237
7.0,	3.697550
7.2,	4.477860
7.4,	4.927616
7.6,	5.624202
7.8,	7.202040
8.0,	9.041444
8.2,	11.467978
8.4,	12.574236
8.6,	9.654780
8.8,	7.466036
9.0,	6.941511
9.2,	5.928303
9.4,	4.674497
9.6,	4.463333
9.8,	5.018123
10.0,	5.047737
10.2,	3.690963
10.4,	2.416699
10.6,	1.706189
10.8,	1.535391
11.0,	1.691764
11.2,	2.000210
11.4,	2.340926
11.6,	2.551767
11.8,	2.742427
12.0,	2.979603
12.2,	3.225814
12.4,	3.135168
12.6,	2.937094
12.8,	2.808663
13.0,	2.805879
13.2,	2.943078
13.4,	3.180382
13.6,	3.353554
13.8,	3.264817
14.0,	2.963588
14.2,	2.665277
14.4,	2.467557
14.6,	2.490550
14.8,	2.622369
15.0,	2.827065
