# Op-Ca2+ distance r (Å), g(r)
0.2,	0.000000
0.4,	0.000000
0.6,	0.000000
0.8,	0.000000
1.0,	0.000000
1.2,	0.000000
1.4,	0.000000
1.6,	0.000000
1.8,	0.000000
2.0,	0.000000
2.2,	0.000000
2.4,	0.000000
2.6,	0.000000
2.8,	0.000000
3.0,	0.000000
3.2,	0.185820
3.4,	25.406558
3.6,	384.849686
3.8,	134.712512
4.0,	1.238668
4.2,	0.017708
4.4,	0.004262
4.6,	0.031994
4.8,	0.194210
5.0,	0.713999
5.2,	1.059009
5.4,	1.272974
5.6,	1.707138
5.8,	2.259405
6.0,	2.317103
6.2,	1.913297
6.4,	1.854423
6.6,	2.664086
6.8,	4.535595
7.0,	6.819984
7.2,	8.634118
7.4,	9.291735
7.6,	9.176718
7.8,	9.305521
8.0,	11.706407
8.2,	14.334870
8.4,	14.576564
8.6,	11.198519
8.8,	7.866624
9.0,	6.209087
9.2,	5.204070
9.4,	4.699586
9.6,	4.633712
9.8,	4.675033
10.0,	4.341537
10.2,	3.641510
10.4,	2.887146
10.6,	2.643827
10.8,	2.790278
11.0,	2.978542
11.2,	3.242801
11.4,	3.486309
11.6,	3.783961
11.8,	4.093941
12.0,	4.501573
12.2,	4.979343
12.4,	5.415634
12.6,	5.574535
12.8,	5.564464
13.0,	5.398526
13.2,	5.139580
13.4,	4.729700
13.6,	4.312076
13.8,	3.894017
14.0,	3.468738
14.2,	3.172172
14.4,	2.976239
14.6,	2.888956
14.8,	2.839246
15.0,	2.768034
