# stiffness, value, standard_deviation
0	2615.40898	22.81796
1	2343.11475	22.96096
2	1083.12667	10.21706
4	1066.35012	10.02411
6	1139.45020	11.37164
8	1301.56293	13.90763
10	1355.22624	12.03205
12	1390.12414	12.36831
