# stiffness, value, standard_deviation
0	0.00291	0.00164
1	0.00285	0.00165
2	0.00924	0.00468
4	0.00646	0.00299
6	0.02843	0.00954
8	0.60035	0.01090
10	0.22091	0.00952
12	0.16595	0.00800
