# stiffness, value, standard_deviation
0	0.22710	0.03890
1	0.24489	0.03724
2	0.24336	0.04206
4	0.24658	0.04561
6	0.28553	0.04050
8	0.68955	0.02640
10	0.38994	0.04870
12	0.59979	0.03273
