# O2'/H2'-Mg2+ distance r (Å), g(r)
0.2,	0.000000
0.4,	0.000000
0.6,	0.000000
0.8,	0.000000
1.0,	0.000000
1.2,	0.000000
1.4,	0.000000
1.6,	0.000000
1.8,	0.000000
2.0,	0.000000
2.2,	0.000000
2.4,	0.000000
2.6,	0.000000
2.8,	0.000000
3.0,	0.000000
3.2,	0.000000
3.4,	0.000000
3.6,	0.062548
3.8,	0.548124
4.0,	1.685065
4.2,	2.713041
4.4,	3.106803
4.6,	3.238729
4.8,	2.468982
5.0,	1.747702
5.2,	1.265877
5.4,	1.156160
5.6,	1.433523
5.8,	2.280621
6.0,	4.125185
6.2,	6.434976
6.4,	6.389801
6.6,	4.443359
6.8,	3.247809
7.0,	2.738672
7.2,	2.535189
7.4,	2.294542
7.6,	2.290788
7.8,	2.362324
8.0,	2.505495
8.2,	2.900079
8.4,	3.571044
8.6,	4.351966
8.8,	5.104221
9.0,	5.366179
9.2,	5.200560
9.4,	4.763268
9.6,	4.120029
9.8,	3.655005
10.0,	3.398003
10.2,	3.225905
10.4,	3.192272
10.6,	3.246809
10.8,	3.397794
11.0,	3.341205
11.2,	3.196364
11.4,	3.211921
11.6,	3.082193
11.8,	2.780996
12.0,	2.639223
12.2,	2.561544
12.4,	2.480318
12.6,	2.441163
12.8,	2.422559
13.0,	2.499054
13.2,	2.592884
13.4,	2.651297
13.6,	2.646118
13.8,	2.618143
14.0,	2.608863
14.2,	2.525409
14.4,	2.414812
14.6,	2.416785
14.8,	2.305608
15.0,	2.298173
