# O2'/H2'-Mg2+ distance r (Å), g(r)
0.2,	0.000000
0.4,	0.000000
0.6,	0.000000
0.8,	0.000000
1.0,	0.000000
1.2,	0.000000
1.4,	0.000000
1.6,	0.000000
1.8,	0.000000
2.0,	0.000000
2.2,	0.000000
2.4,	0.000000
2.6,	0.000000
2.8,	0.000000
3.0,	0.000000
3.2,	0.000000
3.4,	0.000000
3.6,	0.032415
3.8,	0.291993
4.0,	1.053019
4.2,	2.341867
4.4,	3.460721
4.6,	4.117004
4.8,	3.528431
5.0,	2.560441
5.2,	1.750804
5.4,	1.542945
5.6,	1.529936
5.8,	1.786288
6.0,	2.046789
6.2,	2.306139
6.4,	2.574319
6.6,	2.820049
6.8,	3.073578
7.0,	3.226111
7.2,	3.536456
7.4,	3.775126
7.6,	4.199237
7.8,	4.447936
8.0,	4.828454
8.2,	5.092177
8.4,	5.517357
8.6,	6.097818
8.8,	6.502846
9.0,	6.762428
9.2,	6.897876
9.4,	6.394075
9.6,	5.451729
9.8,	4.589024
10.0,	4.316335
10.2,	4.176420
10.4,	4.144095
10.6,	4.207246
10.8,	4.379385
11.0,	4.358551
11.2,	4.189366
11.4,	3.901378
11.6,	3.434503
11.8,	3.236850
12.0,	3.078106
12.2,	3.038864
12.4,	2.956772
12.6,	2.831224
12.8,	2.746532
13.0,	2.655983
13.2,	2.602044
13.4,	2.573026
13.6,	2.532514
13.8,	2.522739
14.0,	2.529742
14.2,	2.449296
14.4,	2.407809
14.6,	2.389577
14.8,	2.387369
15.0,	2.373087
