# O2'/H2'-Mg2+ distance r (Å), g(r)
0.2,	0.000000
0.4,	0.000000
0.6,	0.000000
0.8,	0.000000
1.0,	0.000000
1.2,	0.000000
1.4,	0.000000
1.6,	0.000000
1.8,	0.000000
2.0,	0.000000
2.2,	0.000000
2.4,	0.000000
2.6,	0.000000
2.8,	0.000000
3.0,	0.000000
3.2,	0.008397
3.4,	0.069159
3.6,	0.338159
3.8,	0.587512
4.0,	1.038169
4.2,	1.451470
4.4,	1.962688
4.6,	2.502873
4.8,	2.952065
5.0,	3.303159
5.2,	3.322263
5.4,	3.465132
5.6,	3.644628
5.8,	3.778424
6.0,	3.848914
6.2,	4.012090
6.4,	4.350474
6.6,	4.687382
6.8,	5.261598
7.0,	5.784371
7.2,	6.490503
7.4,	7.193421
7.6,	7.789220
7.8,	8.294707
8.0,	8.220197
8.2,	7.694221
8.4,	7.201362
8.6,	6.608784
8.8,	6.035796
9.0,	5.529135
9.2,	5.136722
9.4,	5.001852
9.6,	4.799137
9.8,	4.701078
10.0,	4.573454
10.2,	4.529959
10.4,	4.396076
10.6,	4.296341
10.8,	4.297743
11.0,	4.189489
11.2,	4.008871
11.4,	3.787522
11.6,	3.622142
11.8,	3.425663
12.0,	3.320795
12.2,	3.193733
12.4,	3.147628
12.6,	3.068548
12.8,	3.008362
13.0,	2.954285
13.2,	2.880761
13.4,	2.833561
13.6,	2.809427
13.8,	2.728860
14.0,	2.707019
14.2,	2.684227
14.4,	2.659011
14.6,	2.620846
14.8,	2.560974
15.0,	2.543465
