# Nucleic Acid, temperature (K), run1, run2, run3
rCmAGx6, 293, 0.3656009783063572, 0.3836302907040531, 0.3748530185575271
rCmAGx6, 368, 0.5064109547758902, 0.4796073787159527, 0.5467891602819837
