# step(ns), run1 rg(Å), run2 rg(Å), run3 rg(Å)
100.0	11.973	12.756	11.349
100.1	12.230	12.459	12.347
100.2	12.595	12.741	11.961
100.3	12.335	12.751	11.329
100.4	13.832	13.730	11.495
100.5	13.045	14.657	11.627
100.6	13.182	14.477	11.146
100.7	13.826	14.325	11.332
100.8	12.291	14.584	11.392
100.9	12.538	14.309	12.253
101.0	12.290	14.464	12.117
101.1	12.606	14.094	11.427
101.2	12.166	14.809	11.337
101.3	12.049	15.660	11.238
101.4	12.810	15.367	11.264
101.5	11.754	14.222	10.843
101.6	12.550	14.166	11.001
101.7	12.796	13.642	10.989
101.8	12.591	13.778	11.098
101.9	12.977	12.979	11.320
102.0	11.919	13.392	11.709
102.1	12.285	14.665	12.273
102.2	12.221	13.103	11.684
102.3	11.943	14.051	11.433
102.4	12.190	13.575	11.778
102.5	11.339	13.318	11.675
102.6	11.750	13.218	11.912
102.7	12.144	13.597	12.032
102.8	11.944	14.072	11.706
102.9	11.917	13.310	11.583
103.0	12.449	12.905	11.519
103.1	13.589	12.387	11.530
103.2	12.653	12.641	11.329
103.3	12.218	12.245	10.833
103.4	12.118	12.065	10.373
103.5	12.294	13.094	10.344
103.6	11.957	12.527	10.540
103.7	11.532	14.128	11.233
103.8	11.622	13.361	11.007
103.9	11.893	13.031	11.675
104.0	11.962	12.373	11.277
104.1	11.474	12.877	11.713
104.2	11.097	12.527	11.301
104.3	11.279	11.940	11.554
104.4	11.376	11.753	10.541
104.5	12.099	11.645	11.160
104.6	11.454	12.070	11.019
104.7	12.155	12.084	10.897
104.8	11.762	12.389	10.673
104.9	11.370	11.814	11.013
105.0	12.179	11.225	10.435
105.1	11.564	11.108	10.670
105.2	12.075	11.195	10.701
105.3	11.808	12.634	10.892
105.4	11.996	12.635	11.013
105.5	10.979	12.936	10.663
105.6	11.197	12.353	10.361
105.7	10.739	12.012	10.516
105.8	10.857	12.132	10.432
105.9	10.767	11.741	10.546
106.0	10.597	11.703	10.324
106.1	11.277	11.590	10.303
106.2	11.013	11.671	10.468
106.3	11.053	12.040	10.411
106.4	10.990	12.642	10.477
106.5	11.030	12.147	10.485
106.6	10.912	12.143	10.560
106.7	10.924	11.844	10.802
106.8	11.154	11.504	10.292
106.9	11.023	11.564	10.528
107.0	11.393	11.501	10.546
107.1	11.591	11.916	10.468
107.2	11.722	12.007	10.589
107.3	11.903	11.846	10.624
107.4	11.557	13.473	10.577
107.5	11.457	12.503	10.781
107.6	11.382	11.926	10.985
107.7	12.028	12.743	11.571
107.8	11.607	11.884	10.622
107.9	11.684	13.058	11.160
108.0	11.906	12.098	11.267
108.1	11.643	11.503	10.423
108.2	11.663	12.516	10.647
108.3	11.999	12.672	10.783
108.4	12.591	12.704	10.480
108.5	12.340	12.333	10.750
108.6	11.619	12.956	11.303
108.7	11.694	12.902	12.816
108.8	13.065	13.987	12.041
108.9	12.441	13.571	11.263
109.0	12.678	13.290	10.906
109.1	12.514	14.422	10.899
109.2	12.541	12.357	11.167
109.3	13.094	12.020	11.189
109.4	12.586	12.304	11.360
109.5	11.868	12.158	11.124
109.6	11.881	12.334	10.756
109.7	11.795	12.375	10.954
109.8	11.265	12.748	10.958
109.9	10.901	12.444	11.139
110.0	11.191	12.987	11.726
110.1	10.968	12.686	12.446
110.2	11.076	12.279	11.705
110.3	11.342	12.313	12.417
110.4	11.585	12.451	11.558
110.5	11.780	12.160	11.225
110.6	11.538	11.552	11.198
110.7	11.287	12.103	11.795
110.8	11.328	12.107	12.131
110.9	11.388	12.123	11.693
111.0	11.293	12.823	11.982
111.1	11.058	12.170	11.603
111.2	11.171	12.084	11.493
111.3	11.215	11.818	11.148
111.4	11.079	12.075	11.138
111.5	11.265	11.956	11.032
111.6	11.235	12.373	11.144
111.7	11.134	11.929	11.403
111.8	11.220	11.520	10.984
111.9	11.396	12.347	11.161
112.0	11.479	12.217	11.467
112.1	11.477	12.790	11.757
112.2	11.660	12.509	11.160
112.3	11.876	12.771	11.810
112.4	11.916	12.456	11.660
112.5	11.202	11.816	12.400
112.6	10.952	13.104	11.473
112.7	11.038	11.983	11.459
112.8	10.918	12.350	12.647
112.9	11.331	12.143	15.070
113.0	11.047	12.130	15.495
113.1	10.691	11.986	14.967
113.2	10.436	11.714	14.076
113.3	10.474	11.663	12.873
113.4	10.439	11.762	12.613
113.5	10.355	11.948	12.065
113.6	10.356	11.819	12.350
113.7	10.758	11.866	12.614
113.8	10.649	12.145	12.429
113.9	10.445	12.055	12.226
114.0	10.462	11.685	12.661
114.1	10.437	11.729	12.957
114.2	10.553	11.896	13.210
114.3	10.695	11.950	12.996
114.4	10.610	11.716	13.102
114.5	10.682	11.800	13.310
114.6	10.768	12.133	12.827
114.7	10.475	12.182	12.091
114.8	10.279	11.538	12.216
114.9	10.052	11.394	12.358
115.0	10.055	11.830	12.544
115.1	10.360	11.748	12.002
115.2	10.294	11.793	11.357
115.3	10.334	11.924	11.489
