# Nucleic Acid, temperature (K), run1, run2, run3
rCmAGx6, 293, 33.65420022151121, 31.829474529553703, 31.436575769682207
rCmAGx6, 368, 28.983210640524565, 29.478468138052563, 29.162551404557526
